epoch,train_loss,val_loss
0,1.894947240452395,0.20909146321523647
1,0.5983488707908553,0.1486223227164764
2,0.428143745980471,0.12687360066795814
3,0.35079513168553433,0.1189746855918547
4,0.30411839322459294,0.10647459512738577
5,0.26875479568065386,0.101202853232604
6,0.24718605764698398,0.0946705823155416
7,0.22797662854091516,0.09354326537539882
8,0.21490173977732424,0.08825461707025203
9,0.20223382450665267,0.0850184805378345
10,0.19453473900670423,0.08495755487745736
11,0.1855957026390687,0.08231537733329046
12,0.18006334230310925,0.07963211138347845
13,0.17100372948885187,0.07798471670922026
14,0.1642375670793342,0.07700382067855363
15,0.15951285288699873,0.07667623549627227
16,0.15596969609203495,0.07497466955508536
17,0.1532031589908516,0.07350012579081411
18,0.14738967118026322,0.07209521388534142
19,0.1452006886820838,0.07203980763366291
20,0.14206241411729426,0.0714522179531311
21,0.13858221874501825,0.07011668492682228
22,0.1370184754689663,0.07027987098719242
23,0.13380183413601368,0.06792621673223671
24,0.1313000158144355,0.0680541757015796
25,0.1287139892424869,0.06832691965872967
26,0.1303137929963346,0.06661691661069324
27,0.12603429311595254,0.06652755975469321
28,0.12349032154849551,0.06534472133055085
29,0.12053436920954406,0.06464644354369607
30,0.12007968076140874,0.06543137330609491
31,0.11901451911206606,0.06418177458484291
32,0.11890657113028376,0.06372339076663544
33,0.11795953198809529,0.06410763500461256
34,0.11573243766396694,0.06365234843992056
35,0.11231889730861686,0.06245344589286945
36,0.11270578227046092,0.06166846091092104
37,0.11084057530100284,0.06097698001257908
38,0.11065980248321028,0.0622883048259987
39,0.10956729373691335,0.061001208926564084
40,0.11010663670636213,0.05975970519084214
41,0.10744645400657614,0.06004396851876852
42,0.1068536885812478,0.060022822365264523
43,0.10614080208655884,0.059188514034140785
44,0.10550754862882819,0.058935680622217934
45,0.10562543875931785,0.05853459707218122
46,0.10527086414079032,0.058900565051825685
47,0.10355465631200474,0.058301853348188694
48,0.10239921218603501,0.058449104514451414
49,0.10148793347195406,0.058532732477093063
50,0.10072886600972505,0.05873206139916846
51,0.1014076529608981,0.057772669884502637
52,0.10066478527545974,0.05797933521598342
53,0.0990145452009528,0.0577211268858364
54,0.09992581209856714,0.057578820372436806
55,0.0983419326321687,0.0570968946218672
56,0.09853508038379645,0.056861951686464574
57,0.09772893082359922,0.05587103503755658
58,0.09698320584706666,0.055907993846671
59,0.0965614052060486,0.055563509044800306
60,0.09649354569275673,0.05568183950367891
61,0.09686812756297292,0.054849271883035094
62,0.09453415812706138,0.05472502443198017
